DEC alternative conversion factor (LCU per US$),Fertility rate, total (births per woman),GDP (constant LCU),GDP (current LCU),GDP (current US$),GDP at market prices (constant 2010 US$),GDP deflator (base year varies by country),GDP growth (annual %),GDP per capita (current LCU),GDP per capita (current US$),GDP per capita, PPP (constant 2011 international $),GDP per capita, PPP (current international $),GDP, PPP (constant 2011 international $),GDP, PPP (current international $),GNI (current LCU),GNI per capita (current LCU),GNI per capita, Atlas method (current US$),GNI per capita, PPP (current international $),General government total expenditure (current LCU),Life expectancy at birth, total (years),Mortality rate, infant (per 1,000 live births),Official exchange rate (LCU per US$, period average),PPP conversion factor, GDP (LCU per international $),PPP conversion factor, private consumption (LCU per international $),Population aged 14 years or younger (thousands),Population aged 15-24 years (thousands),Population aged 25-64 years (thousands) ,Population aged 65 years or older (thousands),Population growth (annual %),Poverty headcount ratio at $3.20 a day (PPP) (% of population),Prevalence of HIV, total (% of population ages 15-49),Price level ratio of PPP conversion factor (GDP) to market exchange rate,Rural population (% of total population),Total debt service (% of GNI),Total population (thousands),
SHN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,3,1,NaN,NaN,NaN,NaN,NaN,NaN,6,
SLB,8,4.4,5260630100,11098576400,1395608475,967931664,211,3.9,17000,2138,2365,2421,1544142576,1580579584,10614895200,16259,2020,2320,4960000000,73,17,8,7.02,7.8,263,125,242,23,2.6,NaN,NaN,0.9,76,3,653,
SLE,7931.6,4.3,9699136000000,32401626000000,4085114794,3617187416,334.1,3.4,4235421,534,1663,1703,12724442956,13024700610,30128255378800,3938255,490,1580,6919961000000,54,83,7931.6,2487.71,2410.9,3141,1553,2729,227,2.1,76,1.6,0.3,58,1.5,7650,
SLV,1,2,24847180000,26117400000,26117400000,22518214612,105.1,2.4,4068,4068,8616,8819,55318408878,56623752911,24647230000,3839,3820,8320,6580000000,73,12,1,0.46,0.5,1742,1265,2882,532,0.5,7.9,0.5,0.5,28,14.5,6421,
SMR,0.8,NaN,1208000000,1387000000,1637931034,1687087572,114.8,1.2,41054,48481,59350,60750,2005138779,2052453878,NaN,NaN,NaN,NaN,344000000,NaN,2,0.8,0.68,NaN,5,3,19,7,0.3,NaN,NaN,0.8,3,NaN,34,
SOM,NaN,6.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,57,76,NaN,NaN,NaN,6990,3139,4448,431,2.8,NaN,0.1,NaN,55,NaN,15008,
SPM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,3,1,NaN,NaN,NaN,NaN,NaN,NaN,6,
SRB,100.2,1.5,3737370700000,5068588500000,50597289147,48082123702,135.6,4.4,725888,7246,17355,17563,121183989509,122636628733,4810519868800,688929,6400,16670,2064093000000,76,5,100.2,41.33,48.9,1381,1061,4745,1615,-0.5,NaN,0.1,0.4,44,11.9,8803,
SSD,NaN,4.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,214755000000,58,62,141.4,NaN,NaN,4590,2220,3793,373,0.6,NaN,2.5,NaN,80,NaN,10976,
STP,20.8,4.3,4185796800,8763020700,422295934,273779007,209.4,2.7,41525,2001,3945,4038,832456490,852099898,8814257800,41768,1890,4060,2243000000,70,24,20.8,10.28,11.3,90,40,75,6,1.9,NaN,NaN,0.5,27,1.1,211,
SUR,7.5,2.4,9718000000,25806000000,3458090452,4667629712,265.5,2.6,44803,6004,16609,17001,9566874573,9792623341,22914429800,39783,5210,15100,7991000000,72,17,7.5,2.64,NaN,156,99,281,40,1,NaN,1.3,0.4,34,NaN,576,
SVK,0.8,1.5,87203667000,89605907000,105820499977,112062005121,102.8,3.9,16451,19428,32067,32575,174663563199,177427602034,88166350000,16187,18330,32050,37501000000,77,5,NaN,0.51,0.6,842,585,3173,852,0.1,NaN,NaN,0.6,46,NaN,5453,
SVN,0.8,1.6,43731757500,45754817900,54034358544,55340225435,104.6,4.1,22062,26055,38022,38749,78853700983,80361841190,45033520000,21714,24530,38140,19933000000,81,2,NaN,0.57,0.6,312,191,1168,407,0.4,NaN,NaN,0.7,45,NaN,2078,
SWE,8.7,1.8,4547336000000,4828306000000,555455371487,589259147923,106.2,2,474516,54589,53146,53747,540776614999,546885183364,4917794000000,483311,55620,54740,2356821000000,83,2,8.7,8.83,9.4,1753,1116,5098,2004,1.2,NaN,NaN,1,13,NaN,9972,
SWZ,13.2,3,41831719100,62372828100,4710618470,5424081956,149.1,2.4,54896,4146,8606,8809,9778146083,10008880208,57129028100,50281,3600,8070,21953000000,59,41,13.2,6.23,6.3,433,241,417,46,1,NaN,27.7,0.5,76,1.1,1136,
SXM,NaN,NaN,NaN,1754200000,NaN,NaN,NaN,NaN,41826,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8,NaN,NaN,8,6,24,4,0.2,NaN,NaN,NaN,,NaN,42,
SYC,13.9,2.4,9135842019,22063764157,1586008997,1395023121,241.5,3.8,228021,16391,27997,28657,2709023535,2772948145,21024078134,217276,15670,27310,8232000000,73,12,13.9,7.96,9.1,23,13,54,7,1,NaN,NaN,0.6,43,NaN,97,
SYR,NaN,2.8,NaN,7216645031727,NaN,NaN,NaN,NaN,425885,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,72,18,434,NaN,NaN,5324,3180,7678,763,-1,NaN,0.1,NaN,46,NaN,16945,
TCA,1,NaN,939971536,1022312010,1022312010,NaN,108.8,5.3,27142,27142,26431,27055,995541400,1019033110,990529286,26298,26740,26210,290014173,NaN,NaN,NaN,1,NaN,8,6,22,2,1.5,NaN,NaN,1,7,NaN,38,
TCD,555.4,5.7,5235523873400,6242756000000,11239167048,12568178638,119.2,2.4,403337,726,1576,1614,24397867877,24973582398,6151579807800,397447,680,1590,817977000000,54,71,555.4,249.97,241.9,7294,3166,4633,384,3,NaN,1.3,0.5,77,1.6,15478,
TGO,555.4,4.3,2312173000000,2975163000000,5356344850,5339750595,128.7,4.9,377124,679,1553,1589,12248194527,12537214185,2985963000000,378493,660,1590,733855000000,61,47,555.4,237.31,243,3261,1534,2867,226,2.4,NaN,2.3,0.4,58,2.5,7889,
THA,32.3,1.5,10673744000000,16365572000000,506514103905,442260737640,153.3,4.2,235718,7295,18087,18513,1255719534563,1285350647149,15573705000000,224313,6600,17620,3452209000000,77,8,32.3,12.73,13.1,11863,9448,39855,8263,0.3,0.5,1.1,0.4,50,3.9,69428,
TJK,9.2,3.6,6755737100,68844000000,7522947810,9765396816,1019,7.3,7565,827,3235,3311,29438673829,30133335841,80060331400,8797,1000,3850,21940000000,71,30,9.2,2.28,NaN,3348,1655,3823,275,2.5,NaN,0.2,0.2,73,6.7,9101,
TKL,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,1,,NaN,NaN,NaN,NaN,NaN,NaN,1,
TKM,3.5,2.8,57964688500,142664000000,40761142857,44747368778,246.1,6.2,24383,6967,14845,15196,86858656702,88908253419,136654642400,23356,6740,14560,19596000000,68,37,NaN,1.6,NaN,1803,964,2824,259,1.6,NaN,NaN,0.5,48,0.1,5851,
TLS,1,4,1578139657,1568611562,1568611562,1074779600,99.4,-0.8,1237,1237,3080,3153,3905220416,3997371587,2248579336,1773,1810,4520,1353000000,69,39,1,0.39,0.4,479,274,461,55,2,NaN,0.2,0.4,69,0.1,1268,
TON,2.2,3.6,853937100,987985100,450353314,418457718,115.7,0.3,9574,4364,6267,6415,646725601,661986332,1002960200,9719,4300,6510,426000000,71,14,2.2,1.49,NaN,37,20,40,6,1.2,NaN,NaN,0.7,77,2.2,103,
TTO,6.8,1.7,156010700000,161200200000,23808146748,21071732282,103.3,-0.2,115983,17130,26273,26893,36515611926,37377267876,156667915500,112722,16020,26140,48834000000,73,16,6.8,4.31,4.2,284,176,780,149,0.4,NaN,0.8,0.6,47,NaN,1390,
TUN,2.6,2.2,72978000000,105268000000,39770297329,50983652368,144.2,2.7,9102,3439,10764,11018,124485376099,127422847480,101697500000,8793,3500,10640,32410000000,77,15,2.6,0.83,0.8,2795,1649,6159,962,1.1,NaN,0.1,0.3,31,7.3,11565,
TUR,4.8,2.1,1742022927000,3724387940000,771350331373,1240474470743,213.8,2.8,45243,9370,28299,28139,2329554825518,2316406547956,3666809626000,44544,10420,27700,1300949000000,77,9,4.8,1.61,1.9,20296,13428,41631,6985,1.5,1.4,NaN,0.3,25,11.1,82340,
TUV,1.3,NaN,41000000,57000000,42588165,41842166,139,2.5,4953,3701,3953,4047,45494171,46567694,85802000,7456,5430,6090,76000000,NaN,21,NaN,1.22,NaN,4,2,5,1,1.2,NaN,NaN,0.9,38,NaN,12,
TZA,2263.8,4.9,113532897033400,131301992632500,58001200572,52444869125,115.7,5.4,2401859,1061,2590,2651,141585727442,144926714433,127248306131200,2327706,1020,2570,21424108000000,65,37,2263.8,905.99,762.4,24833,10937,19078,1465,3,NaN,4.9,0.4,66,1.9,56313,
UGA,3658.7,5,115197413128600,119906656212700,32772824209,39775190576,104.1,6.2,2806598,767,2122,2172,90663191956,92802563985,116517055488200,2727259,750,2110,20163592000000,63,35,3727.1,1292.06,1223.2,20053,8862,12985,829,3.7,NaN,5.9,0.4,76,1.7,42729,
UKR,27.2,1.3,2527423000000,3560596000000,130901858422,131291655064,140.9,3.4,84235,3097,12338,12629,521524935598,533831317444,3651663248300,86389,2800,12950,1485435000000,72,7,27.2,6.67,7.6,NaN,NaN,NaN,NaN,-0.5,0.4,1,0.2,31,10.9,NaN,
URY,30.7,2,710585122200,1831132171400,59596885023,50420003958,257.7,1.6,530871,17278,21591,22100,74473240331,76230579377,1704421708400,494136,15910,20570,608377000000,78,7,30.7,24.02,26.1,711,509,1719,511,0.4,0.4,NaN,0.8,5,NaN,3449,
USA,1,1.7,19468792890719,20529049174601,20529049174601,17856476888950,105.4,2.9,62840,62840,61391,62840,20055794215940,20529049174602,20837347000000,63784,63200,63780,7290450000000,79,6,1,1,1,NaN,NaN,NaN,NaN,0.5,NaN,0.4,1,18,NaN,NaN,
UZB,8069.6,2.4,124073925234595,406648500000000,50392607758,78222539795,327.7,5.4,12339097,1529,6755,6915,222634306516,227887790292,418809784611532,12708111,2020,7120,105872520000000,72,17,8069.6,1784.42,NaN,9316,5543,16182,1435,1.7,NaN,0.2,0.2,50,1.9,32476,
VAT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,NaN,NaN,1,
VCT,2.7,1.9,1816440000,2190510000,811300000,755225041,120.6,2.2,19876,7361,12466,12761,1373923722,1406344090,2168410900,19675,7340,12630,656000000,72,14,2.7,1.56,1.8,25,18,56,11,0.3,NaN,NaN,0.6,48,4.9,110,
VEN,NaN,2.3,NaN,152832299120161000,NaN,NaN,NaN,NaN,5290673134,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,511925000000,72,21,733576.9,NaN,NaN,7992,4754,14042,2099,-1.8,NaN,0.6,NaN,12,NaN,28887,
VGB,NaN,NaN,NaN,1445732512,NaN,NaN,NaN,NaN,48511,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,5,4,18,3,0.8,NaN,NaN,NaN,52,NaN,30,
VIR,1,2.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80,NaN,NaN,NaN,NaN,21,13,50,20,-0.3,NaN,NaN,NaN,4,NaN,105,
VNM,22602,2,3493399000000000,5542332000000000,245213686369,187686812137,158.7,7.1,58010353,2567,7586,7765,724806213668,741909407438,5154552000000000,53951546,2360,7220,1435435000000000,75,16,22602,7470.36,7891.2,22141,14053,52402,6951,1,6.8,0.3,0.3,64,8,95546,
VUT,110.2,3.8,68303000000,99818000000,906050107,837656362,146.1,2.8,341048,3096,3130,3204,916055009,937671086,100758757400,344263,3110,3230,32116000000,70,22,110.2,106.45,117.2,114,53,115,11,2.5,NaN,NaN,1,75,2.2,293,
WLF,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2,6,2,NaN,NaN,NaN,NaN,NaN,NaN,12,
WSM,2.6,3.9,1973464000,2105710200,820491817,735260788,106.7,-2.2,10736,4183,6329,6479,1241376299,1270668955,2028718200,10344,4020,6240,644000000,73,13,2.6,1.66,1.9,75,35,77,9,0.4,NaN,NaN,0.6,82,3.9,196,
YEM,493,3.8,227584000000,13602492000000,27591261663,18037087754,5976.9,0.8,477302,968,NaN,NaN,NaN,NaN,13596394368421,477088,940,NaN,1651600000000,66,44,250.2,NaN,NaN,11290,6004,10385,820,2.4,NaN,0.1,NaN,63,0.4,28499,
ZAF,13.2,2.4,3144539000000,4873899000000,368288939768,429511487805,155,0.8,84353,6374,12631,12929,729799815252,747020842636,4719854000000,81687,5750,12520,1617546000000,64,28,13.2,6.52,6.7,16806,9837,28076,3073,1.4,NaN,19.2,0.5,34,8.1,57793,
ZMB,10.5,4.6,139688155300,282423488900,27005238896,29119291926,202.2,4,16276,1556,3522,3605,61104990273,62546879800,278167160900,16031,1460,3550,77251000000,64,43,10.5,4.52,4.4,7797,3605,5586,364,2.9,NaN,11.7,0.4,56,5.4,17352,
ZWE,1,3.6,20114560000,24311560500,24311560500,18854228494,120.9,4.8,1684,1684,3130,3204,45194552300,46261004505,22706648400,1573,1530,2990,7497000000,61,39,NaN,0.53,NaN,6122,2887,5005,424,1.4,NaN,13.1,0.5,68,2.7,14439,
ZZA,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,83,NaN,NaN,NaN,NaN,26,20,95,29,1.1,NaN,NaN,NaN,69,NaN,170,
